player_id,bb_count,air,pull_air,pull_fb,pull,fly_ball,line_drive,ground,avg_ev,avg_la,pull_air_pct,pull_fb_pct,pull_pct,air_pct
673237,58,21,3,1,21,11,10,33,86.93793103448276,7.362068965517241,5.172413793103448,1.7241379310344827,36.206896551724135,36.206896551724135
702332,58,19,9,2,27,7,12,35,86.20175438596492,7.526315789473684,15.517241379310345,3.4482758620689653,46.55172413793103,32.758620689655174
671739,58,25,11,4,28,12,13,31,93.79473684210527,5.491228070175438,18.96551724137931,6.896551724137931,48.275862068965516,43.10344827586207
624413,57,30,7,3,22,17,13,26,94.66842105263159,10.824561403508772,12.280701754385966,5.2631578947368425,38.59649122807018,52.63157894736842
664040,57,28,15,7,28,18,10,20,86.16842105263159,16.63157894736842,26.31578947368421,12.280701754385966,49.12280701754386,49.12280701754386
657656,57,32,9,7,21,21,11,23,90.16140350877193,11.543859649122806,15.789473684210526,12.280701754385966,36.8421052631579,56.14035087719298
695578,57,29,4,2,20,15,14,27,96.74561403508773,7.578947368421052,7.017543859649122,3.508771929824561,35.08771929824562,50.87719298245614
571448,57,28,12,5,24,14,14,19,82.97368421052632,23.614035087719298,21.05263157894737,8.771929824561404,42.10526315789474,49.12280701754386
643446,57,25,7,1,24,6,19,28,86.22105263157896,9.298245614035087,12.280701754385966,1.7543859649122806,42.10526315789474,43.85964912280702
646240,57,32,8,2,24,17,15,22,90.56071428571428,13.107142857142858,14.035087719298245,3.508771929824561,42.10526315789474,56.14035087719298
665833,57,30,15,6,30,15,15,26,97.5280701754386,9.052631578947368,26.31578947368421,10.526315789473685,52.63157894736842,52.63157894736842
691023,56,35,9,4,21,20,15,18,95.35000000000001,15.339285714285714,16.071428571428573,7.142857142857143,37.5,62.5
660821,56,31,8,2,20,12,19,23,92.30714285714285,10.375,14.285714285714286,3.5714285714285716,35.714285714285715,55.357142857142854
662139,56,32,14,7,29,14,18,19,84.78928571428571,18.196428571428573,25.0,12.5,51.785714285714285,57.142857142857146
696285,56,29,6,2,22,11,18,24,87.05535714285715,10.392857142857142,10.714285714285714,3.5714285714285716,39.285714285714285,51.785714285714285
686217,56,18,6,3,26,11,7,29,84.17857142857143,12.0,10.714285714285714,5.357142857142857,46.42857142857143,32.142857142857146
673962,56,28,4,0,17,10,18,26,91.12321428571428,10.035714285714286,7.142857142857143,0.0,30.357142857142858,50.0
680574,56,27,9,5,21,20,7,21,87.19090909090909,22.836363636363636,16.071428571428573,8.928571428571429,37.5,48.214285714285715
669016,56,30,8,5,23,16,14,26,90.80714285714285,10.660714285714286,14.285714285714286,8.928571428571429,41.07142857142857,53.57142857142857
605170,56,28,14,4,28,10,18,26,88.0625,11.785714285714286,25.0,7.142857142857143,50.0,50.0
