player,player_id,b_total_pa,bb_count,exit_velocity_avg,pull_air_pct,iz_contact_pct,swg_dec,z_ev,z_pullair,z_izcon,z_swgdec,composite_z,min_z,rank_ev,rank_pullair,rank_izcon,rank_swgdec,rank_composite_z,rank_min_z,z_swing_percent,oz_swing_percent,iz_contact_percent,woba,xwoba,barrel_batted_rate,hard_hit_percent
Ryan Jeffers,680777,83,44.0,91.0,18.181818181818183,88.3,67.55,0.6263849220000917,0.14315622780127288,0.6863393829473586,-0.09659432639182816,0.3398215515892238,-0.09659432639182816,69,130,72,156,72,21,57.9,22.8,88.3,0.391,0.385,14.0,42.1
Will Smith,669257,89,59.0,88.7,15.254237288135592,89.1,71.4,-0.18588718256688475,-0.26598137427916835,0.8129461959737152,0.9900680068374872,0.3377864114912873,-0.26598137427916835,174,183,66,51,73,40,62.6,19.8,89.1,0.311,0.344,13.0,36.2
Nick Castellanos,592206,51,31.0,87.8,38.70967741935484,80.0,65.95,-0.503732788701791,3.011981858687895,-0.6272063022010947,-0.5481942570845281,0.3332121276751203,-0.6272063022010947,211,3,224,217,74,95,75.8,43.9,80.0,0.181,0.262,5.6,36.1
Colson Montgomery,695657,115,47.0,89.4,27.659574468085108,75.2,72.05,0.061326066649152855,1.4676991254659473,-1.3868471803592362,1.1735304786813947,0.32892712260931467,-1.3868471803592362,137,17,269,36,75,203,72.3,28.2,75.2,0.356,0.333,15.2,39.4
Jorge Polanco,593871,61,45.0,87.3,26.666666666666668,90.8,66.35,-0.68031368099896,1.3289374885677432,1.0819856736547242,-0.4352942744113551,0.3238288017030381,-0.68031368099896,224,23,41,208,76,101,65.0,32.3,90.8,0.244,0.27,4.4,33.3
Nick Yorke,694377,74,46.0,90.9,8.695652173913043,90.5,70.9,0.5910687435406599,-1.1825619519376385,1.0345081187698408,0.848943028496018,0.32298948471722005,-1.1825619519376385,71,260,47,63,77,175,68.3,26.5,90.5,0.289,0.338,5.9,52.9
Brenton Doyle,686668,84,42.0,90.4,14.285714285714286,89.2,69.45,0.41448785124349086,-0.4013351674486371,0.8287720476020112,0.4396805913057565,0.32040133067565535,-0.4013351674486371,90,196,62,103,78,59,73.9,35.0,89.2,0.254,0.25,4.3,38.3
Edgar Quero,700337,75,41.0,89.8,14.634146341463415,84.4,72.3,0.20259078048688503,-0.3526408150279135,0.06913116944386963,1.2440929678521293,0.2907935256887426,-0.3526408150279135,118,190,143,32,79,49,71.1,26.5,84.4,0.236,0.263,0.0,26.9
Patrick Bailey,672275,74,40.0,90.8,10.0,88.2,70.9,0.5557525650812231,-1.0002757022235382,0.6705135313190649,0.848943028496018,0.2687333556681919,-1.0002757022235382,75,242,74,63,80,146,67.5,25.7,88.2,0.195,0.3,5.7,43.4
Matt Olson,621566,131,64.0,92.1,21.875,81.4,67.2,1.0148628850538615,0.6592886962152498,-0.4056443794049691,-0.19538181123085502,0.2682813476583218,-0.4056443794049691,43,76,202,170,81,62,61.2,26.8,81.4,0.419,0.385,17.6,48.2
Geraldo Perdomo,672695,102,65.0,86.5,16.923076923076923,93.8,69.65,-0.9628431086744293,-0.03275637681792896,1.556761222503563,0.49613058264234494,0.2643230799133874,-0.9628431086744293,249,153,13,93,82,139,59.9,20.6,93.8,0.333,0.312,2.7,26.7
Max Muncy,571970,104,51.0,92.6,23.529411764705884,77.7,67.75,1.1914437773510305,0.8904973585364434,-0.9912008896518706,-0.04014433505523968,0.2626489777950909,-0.9912008896518706,35,53,250,149,83,143,62.6,27.1,77.7,0.431,0.419,18.2,54.5
Tyler Soderstrom,691016,122,67.0,90.0,16.417910447761194,86.5,69.5,0.27322313740575366,-0.103354801888985,0.40147405363805583,0.4537930891399026,0.25628386957368177,-0.103354801888985,105,160,108,100,84,23,69.5,30.5,86.5,0.314,0.333,12.9,48.2
Luke Raley,670042,85,42.0,93.9,28.571428571428573,61.2,72.69999999999999,1.6505540973236739,1.5951332818010326,-3.602466408320484,1.3569929505253024,0.2500534803323813,-3.602466408320484,18,13,296,21,85,296,79.1,33.7,61.2,0.377,0.417,21.3,53.2
Matt Vierling,663837,61,31.0,88.6,19.35483870967742,93.1,65.85,-0.22120336102632154,0.307089120994794,1.4459802611055002,-0.5764192527528244,0.2388616920802871,-0.5764192527528244,177,108,18,221,86,90,59.0,27.3,93.1,0.282,0.305,2.2,41.3
Jorge Soler,624585,108,44.0,88.9,27.272727272727277,79.9,68.94999999999999,-0.11525482564801613,1.413636150051063,-0.6430321538293885,0.29855561296428323,0.2384761958844854,-0.6430321538293885,168,20,227,119,87,97,67.1,29.2,79.9,0.349,0.331,12.9,43.5
Brooks Lee,686797,95,52.0,89.3,19.23076923076923,87.5,68.15,0.026009888189716047,0.2897500649839406,0.5597325699210021,0.0727556476179373,0.237062042678149,0.026009888189716047,144,109,86,141,88,14,69.9,33.6,87.5,0.329,0.274,4.1,35.6
Xander Bogaerts,593428,109,71.0,89.4,18.309859154929576,85.5,69.6,0.061326066649152855,0.16105031121324134,0.2432155373551096,0.4820180848081948,0.23690250000642465,0.061326066649152855,137,129,121,94,89,10,63.6,24.4,85.5,0.352,0.365,6.8,39.8
Otto Lopez,672640,114,69.0,92.7,14.492753623188406,90.1,64.75,1.2267599558104672,-0.3724008420971927,0.9712047122566614,-0.886894205104055,0.2346674052164702,-0.886894205104055,33,195,53,243,90,129,61.8,32.3,90.1,0.369,0.347,10.3,51.7
Manny Machado,592518,110,54.0,88.8,20.37037037037037,81.0,71.80000000000001,-0.15057100410745294,0.44901250537992576,-0.4689477859181485,1.102967989510664,0.2331154262162471,-0.4689477859181485,170,92,207,40,91,70,67.7,24.1,81.0,0.331,0.334,6.7,41.3
Xavier Edwards,669364,121,74.0,89.8,9.45945945945946,92.0,69.55,0.20259078048688503,-1.0758177516546068,1.27189589319426,0.4679055869740487,0.21664362725014677,-1.0758177516546068,118,252,33,98,92,164,60.3,21.2,92.0,0.404,0.371,5.4,42.4
Kyle Karros,691720,99,46.0,89.9,13.043478260869565,89.1,69.25,0.23790695894632186,-0.5749411195573043,0.8129461959737152,0.383230599969168,0.21478565883297518,-0.5749411195573043,112,216,66,109,93,89,60.4,21.9,89.1,0.289,0.358,6.5,37.1
Oneil Cruz,665833,122,57.0,96.8,26.31578947368421,73.0,63.05,2.6747232726472507,1.2799014213931896,-1.7350159161817185,-1.366719131465051,0.2132224115984176,-1.7350159161817185,2,25,280,270,94,243,60.9,34.8,73.0,0.359,0.365,23.2,63.8
Ramón Laureano,657656,110,57.0,89.5,15.789473684210526,81.4,72.6,0.09664224510858464,-0.19118059384340894,-0.4056443794049691,1.3287679548570102,0.2071463066793042,-0.4056443794049691,131,172,202,23,95,62,76.6,31.4,81.4,0.338,0.34,13.9,45.8
Dominic Smith,642086,68,49.0,89.5,24.489795918367346,90.1,63.400000000000006,0.09664224510858464,1.0247137248725553,0.9712047122566614,-1.2679316466260202,0.20615725890294523,-1.2679316466260202,131,42,53,263,96,182,70.4,43.6,90.1,0.41,0.401,8.8,38.6
Elly De La Cruz,682829,126,62.0,95.9,12.903225806451612,80.1,66.65,2.3568776665123496,-0.5945417915695731,-0.611380450572801,-0.35061928740647036,0.20008403424087634,-0.611380450572801,4,218,223,197,97,93,56.9,23.6,80.1,0.394,0.388,16.9,55.8
Jonathan Aranda,666018,120,61.0,91.1,19.672131147540984,84.1,66.95,0.6617011004595235,0.35143162489140223,0.021653614558983954,-0.2659443004015896,0.19221050987708,-0.2659443004015896,63,102,150,185,98,39,62.2,28.3,84.1,0.357,0.36,12.0,42.7
Josh Naylor,647304,113,70.0,87.2,20.0,84.1,71.6,-0.7156298594583917,0.39725221225123064,0.021653614558983954,1.0465179981740718,0.18744849138147365,-0.7156298594583917,226,94,150,43,99,108,80.0,36.8,84.1,0.268,0.314,7.1,37.6
Dillon Dingler,693307,96,55.0,91.6,16.363636363636363,87.5,65.9,0.8382819927566924,-0.11093975664868534,0.5597325699210021,-0.5623067549186742,0.18119201277758368,-0.5623067549186742,53,161,86,220,100,85,65.9,34.1,87.5,0.347,0.437,19.1,54.4
Dylan Beavers,687637,78,42.0,87.5,19.047619047619047,83.2,72.1,-0.6096813240800913,0.26415431563458597,-0.12077905009566631,1.187642976515541,0.18033422949359232,-0.6096813240800913,221,115,170,34,101,92,67.7,23.5,83.2,0.305,0.304,5.6,38.9
Cody Bellinger,641355,116,63.0,88.3,17.46031746031746,85.4,70.65,-0.32715189640462194,0.042324487940178006,0.22738968572681587,0.7783805393252834,0.18023570414691384,-0.32715189640462194,188,146,125,70,102,45,63.1,21.8,85.4,0.331,0.366,7.0,38.4
Pete Alonso,624413,123,57.0,94.6,12.280701754385966,79.9,68.4,1.8977673465397065,-0.6815412655889417,-0.6430321538293885,0.14331813678867192,0.17912801597751205,-0.6815412655889417,10,226,227,131,103,103,62.3,25.5,79.9,0.293,0.319,8.0,56.0
Jesús Sánchez,660821,89,56.0,93.3,14.285714285714286,83.7,66.85,1.438657026567068,-0.4013351674486371,-0.04164979195419319,-0.2941692960698859,0.17537569277358794,-0.4013351674486371,19,196,161,190,104,59,72.4,38.7,83.7,0.333,0.375,10.4,52.2
Jac Caglianone,695506,90,45.0,95.3,15.555555555555555,80.0,65.75,2.1449805957557437,-0.22387130529311108,-0.6272063022010947,-0.6046442484211165,0.17231468496010532,-0.6272063022010947,6,177,224,224,105,95,61.7,30.2,80.0,0.345,0.355,17.0,54.7
Giancarlo Stanton,519317,96,48.0,94.1,25.0,73.6,66.1,1.7211864542425375,1.096016169488615,-1.6400608064119515,-0.5058567635820898,0.1678212634342778,-1.6400608064119515,16,32,277,213,106,230,62.5,30.3,73.6,0.32,0.326,18.0,44.3
Vladimir Guerrero Jr.,665489,115,70.0,93.0,10.0,82.6,69.8,1.3327084911887677,-1.0002757022235382,-0.2157341598654354,0.5384680761447833,0.16379167631114433,-1.0002757022235382,28,242,181,90,107,146,69.3,29.7,82.6,0.381,0.389,13.6,48.9
Kazuma Okamoto,672960,108,50.0,91.8,20.0,78.2,68.75,0.908914349675561,0.39725221225123064,-0.9120716315103975,0.24210562162769875,0.1590501380110232,-0.9120716315103975,50,94,244,122,108,134,63.1,25.6,78.2,0.315,0.331,12.5,51.6
Edouard Julien,666397,84,39.0,90.3,17.94871794871795,81.9,69.55,0.379171672784054,0.11057981953845757,-0.32651512126349597,0.4679055869740487,0.1577854895082661,-0.32651512126349597,95,134,189,98,109,43,60.0,20.9,81.9,0.346,0.359,9.4,43.4
Daylen Lile,695734,127,79.0,87.9,17.72151898734177,86.8,69.7,-0.4684166102423541,0.07882813047216918,0.44895160852293925,0.510243080476491,0.14240155230731133,-0.4684166102423541,206,140,101,92,110,69,74.5,35.1,86.8,0.34,0.357,5.2,38.9
Max Muncy,691777,104,50.0,92.5,24.0,80.2,64.45,1.1561275988915987,0.9562633780411381,-0.595554598944505,-0.9715691921089357,0.13631679646982406,-0.9715691921089357,38,49,222,246,111,141,66.3,37.4,80.2,0.314,0.303,12.3,56.1
Matt McLain,680574,121,56.0,88.2,16.071428571428573,84.5,71.3,-0.36246807486405375,-0.1517766112924283,0.08495702107216335,0.961843011169191,0.1331388365212181,-0.36246807486405375,191,165,139,52,112,50,63.0,20.4,84.5,0.312,0.339,9.7,31.9
Luis Rengifo,650859,85,51.0,87.3,17.647058823529413,86.9,70.30000000000001,-0.68031368099896,0.06842211472775579,0.4647774601512352,0.6795930544862565,0.1331197370915719,-0.68031368099896,224,141,100,79,113,101,68.2,27.6,86.9,0.229,0.285,7.6,37.9
Heriberto Hernández,681715,74,38.0,89.0,15.789473684210526,79.2,73.4,-0.07993864718858434,-0.19118059384340894,-0.7538131152274513,1.5545679202033642,0.1324088909859799,-0.7538131152274513,162,172,234,12,114,116,65.8,19.0,79.2,0.237,0.295,4.1,40.8
Austin Wells,669224,80,36.0,90.8,16.666666666666668,80.4,70.0,0.5557525650812231,-0.06859042590702547,-0.5639028956879153,0.5949180674813718,0.12954432774191352,-0.5639028956879153,75,154,220,84,115,86,66.0,26.0,80.4,0.286,0.332,5.7,43.4
Andy Pages,681624,111,60.0,90.3,16.666666666666668,84.5,68.30000000000001,0.379171672784054,-0.06859042590702547,0.08495702107216335,0.11509314112037967,0.1276578522673929,-0.06859042590702547,95,154,139,136,116,18,69.4,32.8,84.5,0.396,0.361,6.2,54.3
Munetaka Murakami,808959,122,42.0,94.9,19.047619047619047,68.2,70.5,2.0037158819180116,0.26415431563458597,-2.49465679433986,0.7360430458228411,0.12731411225889466,-2.49465679433986,9,115,294,74,117,289,62.3,21.3,68.2,0.407,0.403,22.2,61.9
Josh Jung,673962,100,56.0,91.6,7.142857142857143,93.0,66.5,0.8382819927566924,-1.3995693920734722,1.4301544094772063,-0.39295678090891273,0.11897755731287843,-1.3995693920734722,53,272,22,201,118,204,65.7,32.7,93.0,0.405,0.366,6.5,53.2
Jordan Walker,691023,111,56.0,94.5,16.071428571428573,73.0,69.6,1.8624511680802747,-0.1517766112924283,-1.7350159161817185,0.4820180848081948,0.11441918135358066,-1.7350159161817185,13,165,280,94,119,243,70.3,31.1,73.0,0.395,0.388,20.0,56.9
Willy Adames,642715,117,60.0,88.3,23.33333333333333,84.7,67.15,-0.32715189640462194,0.8630948504094862,0.11660872432875305,-0.20949430906500113,0.11076434231715404,-0.32715189640462194,188,57,135,174,120,45,62.6,28.3,84.7,0.276,0.273,10.7,38.7
Ezequiel Duran,677649,57,34.0,91.6,17.647058823529413,85.3,65.45,0.8382819927566924,0.06842211472775579,0.2115638340985199,-0.6893192354259973,0.10723717653924272,-0.6893192354259973,53,141,127,230,121,105,64.2,33.3,85.3,0.324,0.277,4.5,38.6
Sal Stewart,701398,122,66.0,91.5,12.12121212121212,79.8,71.25,0.8029658142972607,-0.7038303870319208,-0.6588580054576845,0.9477305133350449,0.09700198378567507,-0.7038303870319208,56,229,229,53,122,106,71.2,28.7,79.8,0.42,0.423,21.7,48.8
Freddy Fermin,666023,54,25.0,87.2,16.0,85.5,71.45,-0.7156298594583917,-0.1617589535386769,0.2432155373551096,1.0041805046716334,0.0925018072574186,-0.7156298594583917,226,167,121,47,123,108,75.0,32.1,85.5,0.255,0.279,0.0,38.9
Ian Happ,664023,120,49.0,89.8,28.571428571428573,76.7,66.9,0.20259078048688503,1.5951332818010326,-1.1494594059348169,-0.28005679823573576,0.09205196452934124,-1.1494594059348169,118,13,259,187,124,171,60.6,26.8,76.7,0.36,0.33,14.5,40.6
Kerry Carpenter,681481,89,34.0,93.3,23.529411764705884,74.0,66.45,1.438657026567068,0.8904973585364434,-1.5767573998987723,-0.40706927874305887,0.08633192661542002,-1.5767573998987723,19,53,275,202,125,224,64.0,31.1,74.0,0.366,0.301,10.6,53.2
Danny Jansen,643376,69,33.0,87.1,21.21212121212121,81.9,70.80000000000001,-0.7509460379178285,0.5666495352178691,-0.32651512126349597,0.8207180328277258,0.07747660221606759,-0.7509460379178285,229,81,189,67,126,115,65.7,24.1,81.9,0.267,0.234,4.9,31.7
Josh Smith,669701,92,51.0,88.1,19.607843137254903,87.6,67.1,-0.39778425332349054,0.3424471959973183,0.5755584215492958,-0.22360680689915127,0.07415363933099309,-0.39778425332349054,198,105,85,176,127,56,65.7,31.5,87.6,0.263,0.309,6.3,37.5
Iván Herrera,671056,124,65.0,90.0,12.307692307692308,89.8,67.1,0.27322313740575366,-0.6777692604216683,0.923727157371778,-0.22360680689915127,0.07389355686417803,-0.6777692604216683,105,225,58,176,128,100,60.6,26.4,89.8,0.359,0.395,9.9,46.9
Ozzie Albies,645277,124,76.0,86.3,18.42105263157895,84.9,71.45,-1.0334754655932978,0.176589909965741,0.14826042758534275,1.0041805046716334,0.07388884415735483,-1.0334754655932978,256,125,130,47,129,152,80.8,37.9,84.9,0.37,0.298,3.0,28.7
Jackson Merrill,701538,115,67.0,88.6,17.91044776119403,78.3,72.5,-0.22120336102632154,0.10523145400277126,-0.8962457798821037,1.3005429591887179,0.07208131807076595,-0.8962457798821037,177,136,242,25,130,132,82.9,37.9,78.3,0.281,0.304,11.3,45.0
Nolan Gorman,669357,101,48.0,87.6,25.0,81.3,68.5,-0.5743651456206595,1.096016169488615,-0.4214702310332651,0.17154313245696415,0.06793098132291364,-0.5743651456206595,217,32,204,127,131,88,67.8,30.8,81.3,0.281,0.269,4.7,40.6
Jo Adell,666176,126,76.0,90.1,11.842105263157896,85.6,69.45,0.3085393158651854,-0.7428363495571333,0.25904138898340334,0.4396805913057565,0.06610623664930299,-0.7428363495571333,104,231,118,103,132,113,76.3,37.4,85.6,0.306,0.318,6.2,44.3
Oswald Peraza,672724,84,47.0,88.7,19.148936170212767,82.4,69.3,-0.18588718256688475,0.27831366633848453,-0.24738586312202285,0.3973430978033141,0.060595929613222764,-0.24738586312202285,174,113,184,108,133,37,74.8,36.2,82.4,0.369,0.339,10.3,37.9
Yandy Díaz,650490,120,74.0,90.0,5.405405405405405,88.5,71.0,0.27322313740575366,-1.642383122387621,0.7179910862039484,0.8771680241643103,0.056499781346597805,-1.642383122387621,105,280,70,60,134,232,66.4,24.4,88.5,0.403,0.378,6.5,43.5
Brandon Marsh,669016,96,56.0,91.7,14.285714285714286,88.4,64.45,0.8735981712161293,-0.4013351674486371,0.7021652345756546,-0.9715691921089357,0.050714761558552784,-0.9715691921089357,51,196,71,246,135,141,66.3,37.4,88.4,0.348,0.337,5.6,51.4
Drake Baldwin,686948,134,78.0,91.3,16.666666666666668,84.3,66.05,0.7323334573783921,-0.06859042590702547,0.053305317815573655,-0.5199692614162358,0.049269771967676124,-0.5199692614162358,60,154,147,214,136,77,66.8,34.7,84.3,0.401,0.403,15.1,49.5
Willson Contreras,575929,115,48.0,92.3,22.916666666666668,75.0,66.85,1.08549524197273,0.804864520639705,-1.4184988836158259,-0.2941692960698859,0.04442289573168083,-1.4184988836158259,39,61,270,190,137,207,63.8,30.1,75.0,0.372,0.393,15.4,47.7
Graham Pauley,688363,64,37.0,84.5,24.324324324324323,84.5,70.55,-1.6691666778631054,1.001588607699779,0.08495702107216335,0.7501555436569871,0.041883623641456036,-1.6691666778631054,280,43,139,73,138,235,64.6,23.5,84.5,0.274,0.197,4.5,20.5
Nick Fortes,663743,74,50.0,88.0,18.0,92.5,64.8,-0.43310043178292235,0.11774662935627687,1.3510251513357332,-0.8727817072699089,0.040722410409794685,-0.8727817072699089,202,133,26,242,139,127,67.2,37.6,92.5,0.333,0.317,1.6,45.2
Curtis Mead,678554,64,39.0,88.4,15.384615384615383,93.3,65.1,-0.29183571794518515,-0.247760671352509,1.4776319643620899,-0.7881067202650281,0.03748221369984189,-0.7881067202650281,185,180,16,237,140,121,58.1,27.9,93.3,0.291,0.331,8.7,43.5
Lane Thomas,657041,64,32.0,84.3,21.875,85.2,71.55000000000001,-1.7397990347819738,0.6592886962152498,0.19573798247022617,1.0324055003399295,0.03690828606085789,-1.7397990347819738,284,76,128,44,141,245,65.9,22.8,85.2,0.315,0.318,2.4,35.7
